time,date,cases_by_day,metric_new_cases_sympt,scaled_sim_cases,deaths_by_day,cum_deaths,metric_new_deaths,metric_died_count,scaled_sim_deaths,cum_deaths_sim,cum_deaths_sim_scaled
32,2020-04-21,0.0,3,60,0.0,1.0,0,1,0,1,20
33,2020-04-22,0.0,6,120,0.0,1.0,0,1,0,1,20
34,2020-04-23,3.0,9,180,0.0,1.0,0,1,0,1,20
35,2020-04-24,2.0,7,140,0.0,1.0,0,1,0,1,20
36,2020-04-25,1.0,2,40,0.0,1.0,0,1,0,1,20
37,2020-04-26,0.0,11,220,0.0,1.0,0,1,0,1,20
38,2020-04-27,0.0,6,120,0.0,1.0,0,1,0,1,20
39,2020-04-28,1.0,8,160,0.0,1.0,0,1,0,1,20
40,2020-04-29,2.0,10,200,0.0,1.0,0,1,0,1,20
41,2020-04-30,0.0,4,80,0.0,1.0,0,1,0,1,20
42,2020-05-01,0.0,11,220,0.0,1.0,0,1,0,1,20
43,2020-05-02,0.0,11,220,0.0,1.0,0,1,0,1,20
44,2020-05-03,1.0,6,120,0.0,1.0,0,1,0,1,20
45,2020-05-04,2.0,5,100,0.0,1.0,0,1,0,1,20
46,2020-05-05,2.0,10,200,0.0,1.0,0,1,0,1,20
47,2020-05-06,0.0,15,300,0.0,1.0,1,2,20,2,40
48,2020-05-07,12.0,11,220,0.0,1.0,0,2,0,2,40
49,2020-05-08,0.0,14,280,0.0,1.0,0,2,0,2,40
50,2020-05-09,1.0,17,340,0.0,1.0,0,2,0,2,40
51,2020-05-10,0.0,10,200,0.0,1.0,0,2,0,2,40
52,2020-05-11,1.0,19,380,0.0,1.0,0,2,0,2,40
53,2020-05-12,0.0,18,360,0.0,1.0,0,2,0,2,40
54,2020-05-13,4.0,24,480,0.0,1.0,0,2,0,2,40
55,2020-05-14,1.0,26,520,0.0,1.0,0,2,0,2,40
56,2020-05-15,1.0,12,240,0.0,1.0,0,2,0,2,40
57,2020-05-16,0.0,23,460,0.0,1.0,0,2,0,2,40
58,2020-05-17,1.0,22,440,0.0,1.0,0,2,0,2,40
59,2020-05-18,0.0,24,480,0.0,1.0,0,2,0,2,40
60,2020-05-19,3.0,18,360,0.0,1.0,0,2,0,2,40
61,2020-05-20,0.0,17,340,0.0,1.0,0,2,0,2,40
62,2020-05-21,1.0,21,420,0.0,1.0,0,2,0,2,40
63,2020-05-22,1.0,19,380,0.0,1.0,0,2,0,2,40
64,2020-05-23,3.0,9,180,0.0,1.0,0,2,0,2,40
65,2020-05-24,2.0,28,560,0.0,1.0,0,2,0,2,40
66,2020-05-25,1.0,16,320,0.0,1.0,0,2,0,2,40
67,2020-05-26,25.0,14,280,0.0,1.0,0,2,0,2,40
68,2020-05-27,46.0,21,420,0.0,1.0,0,2,0,2,40
69,2020-05-28,5.0,21,420,0.0,1.0,0,2,0,2,40
70,2020-05-29,9.0,15,300,0.0,1.0,0,2,0,2,40
71,2020-05-30,11.0,17,340,0.0,1.0,0,2,0,2,40
72,2020-05-31,13.0,22,440,0.0,1.0,0,2,0,2,40
73,2020-06-01,16.0,24,480,0.0,1.0,0,2,0,2,40
74,2020-06-02,15.0,20,400,0.0,1.0,0,2,0,2,40
75,2020-06-03,6.0,25,500,0.0,1.0,0,2,0,2,40
76,2020-06-04,46.0,23,460,0.0,1.0,0,2,0,2,40
77,2020-06-05,8.0,25,500,0.0,1.0,0,2,0,2,40
78,2020-06-06,9.0,30,600,0.0,1.0,0,2,0,2,40
79,2020-06-07,11.0,25,500,0.0,1.0,0,2,0,2,40
80,2020-06-08,5.0,27,540,0.0,1.0,1,3,20,3,60
81,2020-06-09,15.0,29,580,0.0,1.0,0,3,0,3,60
82,2020-06-10,15.0,35,700,0.0,1.0,0,3,0,3,60
83,2020-06-11,19.0,33,660,0.0,1.0,0,3,0,3,60
84,2020-06-12,11.0,31,620,0.0,1.0,0,3,0,3,60
85,2020-06-13,5.0,27,540,0.0,1.0,0,3,0,3,60
86,2020-06-14,31.0,37,740,0.0,1.0,0,3,0,3,60
87,2020-06-15,5.0,28,560,0.0,1.0,0,3,0,3,60
88,2020-06-16,16.0,47,940,0.0,1.0,0,3,0,3,60
89,2020-06-17,11.0,33,660,0.0,1.0,0,3,0,3,60
90,2020-06-18,31.0,30,600,0.0,1.0,0,3,0,3,60
91,2020-06-19,25.0,25,500,0.0,1.0,0,3,0,3,60
92,2020-06-20,10.0,43,860,0.0,1.0,0,3,0,3,60
93,2020-06-21,4.0,47,940,0.0,1.0,0,3,0,3,60
94,2020-06-22,23.0,46,920,0.0,1.0,0,3,0,3,60
95,2020-06-23,13.0,40,800,1.0,2.0,0,3,0,3,60
96,2020-06-24,12.0,54,1080,0.0,2.0,1,4,20,4,80
97,2020-06-25,6.0,52,1040,1.0,3.0,0,4,0,4,80
98,2020-06-26,14.0,53,1060,0.0,3.0,0,4,0,4,80
99,2020-06-27,6.0,44,880,0.0,3.0,0,4,0,4,80
100,2020-06-28,12.0,38,760,0.0,3.0,0,4,0,4,80
101,2020-06-29,22.0,52,1040,1.0,4.0,0,4,0,4,80
102,2020-06-30,10.0,41,820,1.0,5.0,0,4,0,4,80
103,2020-07-01,20.0,39,780,1.0,6.0,0,4,0,4,80
104,2020-07-02,14.0,45,900,0.0,6.0,1,5,20,5,100
105,2020-07-03,15.0,56,1120,0.0,6.0,1,6,20,6,120
106,2020-07-04,52.0,59,1180,0.0,6.0,0,6,0,6,120
107,2020-07-05,21.0,62,1240,1.0,7.0,0,6,0,6,120
108,2020-07-06,54.0,71,1420,2.0,9.0,1,7,20,7,140
109,2020-07-07,22.0,45,900,0.0,9.0,0,7,0,7,140
110,2020-07-08,79.0,43,860,0.0,9.0,0,7,0,7,140
111,2020-07-09,68.0,65,1300,0.0,9.0,0,7,0,7,140
112,2020-07-10,52.0,56,1120,5.0,14.0,0,7,0,7,140
113,2020-07-11,43.0,59,1180,1.0,15.0,0,7,0,7,140
114,2020-07-12,18.0,75,1500,1.0,16.0,0,7,0,7,140
115,2020-07-13,36.0,70,1400,2.0,18.0,0,7,0,7,140
116,2020-07-14,37.0,69,1380,1.0,19.0,1,8,20,8,160
117,2020-07-15,103.0,71,1420,2.0,21.0,0,8,0,8,160
118,2020-07-16,238.0,66,1320,4.0,25.0,1,9,20,9,180
119,2020-07-17,41.0,75,1500,5.0,30.0,0,9,0,9,180
120,2020-07-18,92.0,61,1220,5.0,35.0,0,9,0,9,180
121,2020-07-19,127.0,77,1540,2.0,37.0,0,9,0,9,180
122,2020-07-20,90.0,66,1320,1.0,38.0,0,9,0,9,180
123,2020-07-21,135.0,66,1320,1.0,39.0,0,9,0,9,180
124,2020-07-22,86.0,65,1300,2.0,41.0,0,9,0,9,180
125,2020-07-23,109.0,80,1600,3.0,44.0,1,10,20,10,200
126,2020-07-24,191.0,52,1040,0.0,44.0,0,10,0,10,200
127,2020-07-25,254.0,70,1400,4.0,48.0,0,10,0,10,200
128,2020-07-26,124.0,78,1560,4.0,52.0,0,10,0,10,200
129,2020-07-27,51.0,82,1640,1.0,53.0,0,10,0,10,200
130,2020-07-28,227.0,71,1420,2.0,55.0,0,10,0,10,200
131,2020-07-29,116.0,84,1680,2.0,57.0,1,11,20,11,220
132,2020-07-30,174.0,88,1760,1.0,58.0,0,11,0,11,220
133,2020-07-31,166.0,79,1580,3.0,61.0,0,11,0,11,220
134,2020-08-01,205.0,86,1720,1.0,62.0,0,11,0,11,220
135,2020-08-02,74.0,86,1720,0.0,62.0,0,11,0,11,220
136,2020-08-03,136.0,80,1600,0.0,62.0,0,11,0,11,220
137,2020-08-04,67.0,90,1800,2.0,64.0,0,11,0,11,220
138,2020-08-05,186.0,100,2000,11.0,75.0,0,11,0,11,220
139,2020-08-06,51.0,106,2120,7.0,82.0,0,11,0,11,220
140,2020-08-07,90.0,81,1620,1.0,83.0,0,11,0,11,220
141,2020-08-08,93.0,82,1640,4.0,87.0,0,11,0,11,220
142,2020-08-09,16.0,108,2160,1.0,88.0,0,11,0,11,220
143,2020-08-10,22.0,99,1980,0.0,88.0,0,11,0,11,220
144,2020-08-11,54.0,95,1900,1.0,89.0,1,12,20,12,240
145,2020-08-12,64.0,116,2320,0.0,89.0,0,12,0,12,240
146,2020-08-13,63.0,89,1780,2.0,91.0,0,12,0,12,240
147,2020-08-14,103.0,96,1920,11.0,102.0,0,12,0,12,240
148,2020-08-15,100.0,102,2040,0.0,102.0,0,12,0,12,240
149,2020-08-16,117.0,123,2460,3.0,105.0,0,12,0,12,240
150,2020-08-17,34.0,106,2120,2.0,107.0,0,12,0,12,240
151,2020-08-18,130.0,101,2020,0.0,107.0,0,12,0,12,240
152,2020-08-19,33.0,124,2480,0.0,107.0,0,12,0,12,240
153,2020-08-20,66.0,122,2440,2.0,109.0,0,12,0,12,240
154,2020-08-21,37.0,125,2500,2.0,111.0,0,12,0,12,240
155,2020-08-22,48.0,131,2620,1.0,112.0,0,12,0,12,240
156,2020-08-23,55.0,113,2260,0.0,112.0,0,12,0,12,240
157,2020-08-24,10.0,111,2220,0.0,112.0,0,12,0,12,240
158,2020-08-25,14.0,131,2620,1.0,113.0,0,12,0,12,240
159,2020-08-26,14.0,164,3280,1.0,114.0,0,12,0,12,240
160,2020-08-27,15.0,146,2920,0.0,114.0,0,12,0,12,240
161,2020-08-28,11.0,156,3120,3.0,117.0,0,12,0,12,240
162,2020-08-29,20.0,160,3200,0.0,117.0,0,12,0,12,240
163,2020-08-30,3.0,160,3200,0.0,117.0,0,12,0,12,240
164,2020-08-31,0.0,146,2920,0.0,117.0,0,12,0,12,240
165,2020-09-01,5.0,138,2760,0.0,117.0,0,12,0,12,240
166,,,172,3440,,,1,13,20,13,260
167,,,163,3260,,,1,14,20,14,280
168,,,157,3140,,,0,14,0,14,280
169,,,163,3260,,,0,14,0,14,280
170,,,166,3320,,,0,14,0,14,280
171,,,167,3340,,,1,15,20,15,300
172,,,165,3300,,,0,15,0,15,300
173,,,192,3840,,,0,15,0,15,300
174,,,203,4060,,,0,15,0,15,300
175,,,194,3880,,,0,15,0,15,300
176,,,180,3600,,,0,15,0,15,300
177,,,187,3740,,,0,15,0,15,300
178,,,178,3560,,,0,15,0,15,300
179,,,173,3460,,,0,15,0,15,300
